source_type,threat_type,asset_criticality,integrity_change,wazuh_rule_level,suricata_severity,failed_logins_1m,failed_logins_5m,unique_ports_1m,repeated_event_count,time_window_density,recurrence_history,new_user_created,off_hours,privileged_account,blacklisted_ip,label
suricata,port_scan,critical,none,0,3,0,0,133,38,15,6,0,0,0,1,High
wazuh,file_integrity,low,minor,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,high,none,6,0,7,17,1,3,1,2,0,0,0,0,Medium
wazuh,normal,low,none,1,1,0,3,0,1,2,0,0,0,0,0,Low
wazuh,brute_force,medium,none,8,0,9,9,0,6,3,0,0,1,0,0,Medium
suricata,port_scan,medium,none,0,1,0,0,7,3,4,0,0,0,0,0,Low
wazuh,brute_force,critical,none,12,0,42,114,1,11,9,4,0,1,1,0,Critical
wazuh,brute_force,high,none,12,0,16,60,2,6,6,4,0,1,1,0,High
wazuh,file_integrity,high,critical,14,0,0,0,0,3,5,8,0,1,1,0,Critical
wazuh,unauthorized_user_creation,low,none,8,0,0,0,0,2,0,1,1,0,0,0,Medium
wazuh,file_integrity,low,minor,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,file_integrity,high,critical,12,0,0,0,0,3,2,3,0,1,0,0,High
wazuh,brute_force,low,none,8,0,6,20,2,4,4,0,0,1,0,0,Medium
wazuh,file_integrity,low,none,2,0,0,0,0,1,1,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,88,17,12,4,0,1,0,0,High
suricata,port_scan,critical,none,0,3,0,0,90,19,6,2,0,0,0,1,High
wazuh,brute_force,high,none,6,0,5,10,0,6,1,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,3,4,3,1,0,0,1,High
wazuh,brute_force,low,none,2,0,5,5,0,2,0,0,0,0,0,0,Low
wazuh,file_integrity,low,important,8,0,0,0,0,2,2,1,0,1,0,0,Medium
wazuh,brute_force,high,none,12,0,33,39,2,4,4,2,0,1,1,0,High
wazuh,unauthorized_user_creation,high,none,13,0,0,0,0,2,1,2,1,0,0,1,High
suricata,port_scan,critical,none,0,4,0,0,104,22,18,5,0,1,0,0,High
wazuh,file_integrity,low,none,2,0,0,0,0,2,2,0,0,0,0,0,Low
wazuh,brute_force,low,none,1,0,4,8,0,2,0,0,0,0,0,0,Low
wazuh,brute_force,high,none,12,0,13,56,1,6,6,1,0,0,0,0,High
wazuh,file_integrity,low,important,4,0,0,0,0,3,3,1,0,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,39,19,9,1,0,0,0,1,High
suricata,normal,low,none,2,0,0,0,4,3,0,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,12,3,6,1,0,0,0,0,Medium
wazuh,file_integrity,low,important,9,0,0,0,0,3,2,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,16,8,5,2,0,0,0,0,Medium
wazuh,file_integrity,high,important,9,0,0,0,0,5,2,3,0,0,0,0,High
wazuh,brute_force,critical,none,12,0,41,86,0,18,6,8,0,1,1,0,Critical
suricata,port_scan,critical,none,0,3,0,0,83,18,11,4,0,1,0,1,High
suricata,port_scan,critical,none,0,3,0,0,76,9,6,4,0,1,0,1,High
wazuh,brute_force,low,none,1,0,4,5,0,2,1,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,25,9,2,2,0,0,0,0,Medium
wazuh,brute_force,medium,none,9,0,17,26,0,4,4,3,0,1,1,1,High
suricata,port_scan,critical,none,0,4,0,0,128,31,15,4,0,0,0,1,High
suricata,port_scan,high,none,0,4,0,0,116,22,14,8,0,0,0,1,High
suricata,port_scan,low,none,0,2,0,0,7,2,1,0,0,0,0,0,Low
wazuh,file_integrity,critical,important,14,0,0,0,0,8,3,6,0,1,1,0,Critical
wazuh,unauthorized_user_creation,high,none,8,0,0,0,0,1,0,2,1,0,0,0,Medium
wazuh,brute_force,medium,none,10,0,30,41,2,4,7,2,0,1,1,0,High
wazuh,unauthorized_user_creation,low,none,8,0,0,0,0,2,0,0,1,1,0,0,Medium
wazuh,file_integrity,medium,important,8,0,0,0,0,1,1,0,0,0,0,0,Medium
wazuh,file_integrity,low,important,8,0,0,0,0,1,1,2,0,1,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,13,0,0,0,0,6,3,4,1,1,1,0,Critical
wazuh,brute_force,medium,none,5,0,6,5,1,4,2,0,0,1,0,0,Medium
wazuh,file_integrity,low,minor,1,0,0,0,0,2,0,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,34,18,9,3,0,0,0,1,High
wazuh,file_integrity,medium,important,6,0,0,0,0,2,2,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,3,3,0,1,1,0,0,Medium
wazuh,normal,low,none,0,1,2,3,4,3,0,0,0,0,0,0,Low
wazuh,brute_force,low,none,3,0,4,4,0,3,0,0,0,0,0,0,Low
wazuh,file_integrity,medium,minor,4,0,0,0,0,1,2,2,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,77,16,12,2,0,0,0,1,High
suricata,normal,critical,none,6,2,2,5,3,2,2,0,1,1,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,14,0,0,0,0,4,5,4,1,0,1,1,Critical
wazuh,file_integrity,medium,minor,5,0,0,0,0,1,3,1,0,1,0,0,Medium
wazuh,brute_force,low,none,5,0,2,2,0,2,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,7,0,0,0,0,2,1,1,1,0,0,0,Medium
wazuh,file_integrity,medium,important,4,0,0,0,0,2,2,2,0,0,0,0,Medium
wazuh,brute_force,high,none,7,0,7,18,1,5,2,0,0,1,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,12,0,0,0,0,3,3,5,1,0,1,1,Critical
wazuh,file_integrity,low,none,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,file_integrity,high,important,11,0,0,0,0,5,4,3,0,1,0,0,High
suricata,port_scan,high,none,0,2,0,0,18,8,7,2,0,0,0,0,Medium
wazuh,file_integrity,medium,important,7,0,0,0,0,1,2,1,0,1,0,0,Medium
wazuh,brute_force,high,none,14,0,52,65,2,12,8,8,0,0,1,0,Critical
suricata,port_scan,medium,none,0,2,0,0,24,8,6,2,0,0,0,0,Medium
suricata,normal,critical,none,7,1,2,2,4,1,2,0,1,0,0,0,Medium
wazuh,file_integrity,medium,important,8,0,0,0,0,3,3,2,0,1,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,2,0,1,1,1,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,14,0,0,0,0,5,3,8,1,0,1,1,Critical
wazuh,brute_force,medium,none,6,0,4,7,0,3,1,0,0,0,0,0,Medium
wazuh,file_integrity,low,important,4,0,0,0,0,1,1,2,0,1,0,0,Medium
wazuh,brute_force,low,none,9,0,8,11,0,4,2,2,0,0,0,0,Medium
wazuh,file_integrity,high,critical,9,0,0,0,0,3,3,2,0,1,0,0,High
wazuh,brute_force,low,none,6,0,1,5,0,2,1,0,0,0,0,0,Low
wazuh,file_integrity,medium,minor,6,0,0,0,0,1,3,2,0,0,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,9,4,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,3,2,3,1,1,0,0,High
wazuh,unauthorized_user_creation,low,none,3,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,file_integrity,high,minor,9,0,0,0,0,1,3,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,6,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,4,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,15,0,0,0,0,4,5,8,1,1,1,1,Critical
wazuh,file_integrity,high,critical,14,0,0,0,0,5,5,8,0,1,1,0,Critical
wazuh,unauthorized_user_creation,high,none,13,0,0,0,0,6,5,4,1,0,1,1,Critical
wazuh,unauthorized_user_creation,low,none,8,0,0,0,0,2,0,1,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,6,0,0,0,0,2,2,2,1,1,0,0,Medium
wazuh,brute_force,high,none,9,0,23,48,1,6,3,2,0,1,1,0,High
suricata,port_scan,high,none,0,2,0,0,20,4,5,0,0,0,0,0,Medium
wazuh,brute_force,low,none,5,0,2,3,0,2,0,0,0,0,0,0,Low
wazuh,brute_force,low,none,6,0,2,6,0,1,2,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,88,18,7,4,0,0,0,1,High
wazuh,unauthorized_user_creation,low,none,3,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,low,none,0,2,0,0,3,4,2,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,76,19,9,2,0,0,0,1,High
wazuh,file_integrity,high,important,9,0,0,0,0,4,3,2,0,1,0,0,High
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,normal,low,none,2,0,2,2,1,0,1,0,0,0,0,0,Low
wazuh,brute_force,high,none,9,0,15,50,0,7,3,4,0,1,1,0,High
suricata,port_scan,high,none,0,1,0,0,28,6,2,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,13,0,0,0,0,3,4,5,1,1,1,1,Critical
suricata,port_scan,high,none,0,2,0,0,16,4,4,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,18,3,4,2,0,0,0,0,Medium
wazuh,brute_force,critical,none,14,0,52,76,2,19,9,6,0,1,1,0,Critical
suricata,port_scan,medium,none,0,2,0,0,27,8,7,1,0,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,64,19,9,4,0,1,0,1,High
wazuh,brute_force,medium,none,5,0,5,16,2,3,3,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,1,2,1,1,0,0,0,Medium
wazuh,brute_force,low,none,3,0,4,7,0,2,1,0,0,0,0,0,Low
wazuh,file_integrity,low,minor,8,0,0,0,0,2,2,0,0,1,0,0,Medium
wazuh,file_integrity,low,none,4,0,0,0,0,2,0,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,2,0,0,85,10,6,3,0,1,0,1,High
suricata,port_scan,critical,none,0,4,0,0,134,15,12,5,0,1,0,1,High
wazuh,brute_force,critical,none,14,0,55,66,2,8,10,8,0,1,1,1,Critical
wazuh,file_integrity,low,none,5,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,medium,none,13,0,14,60,0,9,4,4,0,0,0,0,High
wazuh,unauthorized_user_creation,critical,none,13,0,0,0,0,5,2,8,1,0,1,0,Critical
suricata,port_scan,medium,none,0,2,0,0,3,5,3,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,3,0,2,1,1,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,11,0,0,0,0,4,3,3,1,1,1,1,High
suricata,port_scan,medium,none,0,1,0,0,8,3,1,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,8,5,5,0,0,0,0,0,Medium
wazuh,file_integrity,low,none,1,0,0,0,0,1,1,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,28,9,3,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,13,0,0,0,0,4,2,4,1,1,0,1,High
wazuh,file_integrity,medium,important,5,0,0,0,0,1,1,0,0,1,0,0,Medium
wazuh,brute_force,low,none,4,0,4,2,0,3,1,0,0,0,0,0,Low
wazuh,brute_force,high,none,8,0,26,44,0,4,7,2,0,0,1,0,High
wazuh,unauthorized_user_creation,low,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,11,8,2,2,0,0,0,0,Medium
wazuh,file_integrity,medium,minor,4,0,0,0,0,2,2,0,0,1,0,0,Medium
wazuh,file_integrity,critical,important,7,0,0,0,0,2,2,4,0,1,0,0,High
wazuh,unauthorized_user_creation,low,none,6,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,file_integrity,low,minor,1,0,0,0,0,1,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,29,3,4,0,0,0,0,0,Medium
wazuh,brute_force,high,none,9,0,25,55,0,4,4,4,0,1,0,0,High
suricata,port_scan,critical,none,0,2,0,0,56,13,11,3,0,1,0,1,High
wazuh,file_integrity,low,none,4,0,0,0,0,1,0,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,9,3,4,1,0,0,0,0,Medium
wazuh,file_integrity,high,important,12,0,0,0,0,3,4,4,0,0,0,0,High
wazuh,file_integrity,high,critical,13,0,0,0,0,3,4,8,0,1,1,0,Critical
suricata,port_scan,low,none,0,1,0,0,2,3,1,0,0,0,0,0,Low
suricata,normal,low,none,0,0,1,0,3,3,2,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,2,0,0,73,12,6,1,0,1,0,1,High
wazuh,file_integrity,high,critical,9,0,0,0,0,5,2,3,0,0,0,0,High
suricata,port_scan,low,none,0,1,0,0,9,5,4,0,0,0,0,0,Low
wazuh,file_integrity,low,important,9,0,0,0,0,2,1,2,0,0,0,0,Medium
wazuh,brute_force,low,none,7,0,6,14,0,4,4,2,0,1,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,2,1,0,1,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,11,9,7,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,2,1,1,1,1,0,0,Medium
wazuh,brute_force,medium,none,11,0,17,29,2,9,3,2,0,1,0,1,High
wazuh,brute_force,high,none,10,0,18,31,2,9,6,2,0,1,0,1,High
wazuh,file_integrity,low,minor,5,0,0,0,0,2,2,2,0,1,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,2,2,0,1,1,0,0,Medium
wazuh,brute_force,high,none,8,0,20,40,2,10,5,3,0,0,0,0,High
wazuh,brute_force,critical,none,13,0,58,55,1,12,10,7,0,1,1,0,Critical
wazuh,file_integrity,low,none,4,0,0,0,0,1,0,0,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,9,6,7,2,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,17,7,5,2,0,0,0,0,Medium
wazuh,file_integrity,medium,minor,7,0,0,0,0,2,3,0,0,0,0,0,Medium
wazuh,file_integrity,low,important,5,0,0,0,0,1,1,2,0,0,0,0,Medium
suricata,port_scan,high,none,0,3,0,0,159,17,12,6,0,1,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,2,3,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,46,13,12,3,0,0,0,1,High
suricata,port_scan,high,none,0,1,0,0,12,8,7,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,8,0,0,0,0,3,4,2,1,0,0,0,High
wazuh,brute_force,medium,none,6,0,9,15,1,5,3,2,0,1,0,0,Medium
wazuh,unauthorized_user_creation,high,none,8,0,0,0,0,2,3,2,1,1,0,1,High
wazuh,file_integrity,high,important,7,0,0,0,0,1,1,1,0,1,0,0,Medium
wazuh,brute_force,low,none,5,0,2,1,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,high,none,7,0,12,5,2,3,2,2,0,1,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,79,12,6,1,0,1,0,1,High
wazuh,file_integrity,medium,important,7,0,0,0,0,3,2,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,0,2,1,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,55,10,10,2,0,1,0,1,High
suricata,normal,critical,none,4,2,3,3,3,1,0,0,0,1,0,0,Medium
wazuh,file_integrity,high,important,6,0,0,0,0,2,2,2,0,0,0,0,Medium
wazuh,brute_force,medium,none,9,0,8,17,1,6,4,1,0,1,0,0,Medium
suricata,normal,critical,none,4,1,3,4,8,2,1,0,1,1,0,0,Medium
wazuh,unauthorized_user_creation,high,none,13,0,0,0,0,3,5,6,1,1,1,0,Critical
suricata,normal,medium,none,3,0,0,2,0,0,0,0,0,0,0,0,Low
wazuh,brute_force,critical,none,13,0,44,94,0,12,7,4,0,0,1,1,Critical
wazuh,unauthorized_user_creation,medium,none,12,0,0,0,0,2,3,3,1,1,0,0,High
wazuh,brute_force,low,none,5,0,3,11,2,6,3,0,0,1,0,0,Medium
wazuh,file_integrity,low,important,4,0,0,0,0,2,1,2,0,0,0,0,Medium
suricata,normal,low,none,3,0,0,0,2,1,0,0,0,0,0,0,Low
wazuh,brute_force,low,none,2,0,5,1,0,2,0,0,0,0,0,0,Low
wazuh,brute_force,high,none,12,0,20,44,0,10,4,3,0,0,0,1,High
suricata,normal,medium,none,2,1,1,0,2,2,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,critical,none,12,0,0,0,0,3,3,8,1,0,1,1,Critical
wazuh,brute_force,high,none,7,0,9,8,1,6,4,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,4,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,12,0,0,0,0,4,4,4,1,1,1,1,High
suricata,port_scan,medium,none,0,2,0,0,23,9,5,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,8,0,0,0,0,2,4,3,1,0,0,0,High
suricata,port_scan,high,none,0,2,0,0,10,10,2,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,2,1,1,1,1,0,0,Medium
wazuh,brute_force,high,none,11,0,11,31,0,9,4,4,0,1,0,1,High
suricata,port_scan,high,none,0,2,0,0,26,5,7,1,0,0,0,0,Medium
wazuh,brute_force,high,none,9,0,26,23,1,9,6,3,0,0,0,0,High
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,22,6,6,1,0,0,0,0,Medium
suricata,port_scan,critical,none,0,4,0,0,130,26,19,4,0,1,0,1,High
suricata,port_scan,high,none,0,1,0,0,18,8,6,0,0,0,0,0,Medium
wazuh,file_integrity,medium,important,8,0,0,0,0,3,3,2,0,1,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,11,0,0,0,0,4,3,3,1,1,0,0,High
suricata,port_scan,low,none,0,2,0,0,10,3,1,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,183,35,11,6,0,0,0,1,High
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,3,0,2,1,1,0,0,Medium
wazuh,unauthorized_user_creation,high,none,10,0,0,0,0,3,1,2,1,0,0,1,High
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,2,0,1,1,1,0,0,Medium
wazuh,brute_force,medium,none,9,0,10,5,0,4,2,1,0,0,0,0,Medium
wazuh,brute_force,medium,none,12,0,17,55,0,8,3,4,0,0,0,1,High
wazuh,file_integrity,low,minor,1,0,0,0,0,1,2,0,0,0,0,0,Low
wazuh,file_integrity,critical,critical,8,0,0,0,0,2,2,1,0,1,0,0,High
wazuh,file_integrity,high,critical,12,0,0,0,0,3,2,2,0,1,0,0,High
wazuh,unauthorized_user_creation,high,none,10,0,0,0,0,3,4,4,1,0,0,1,High
wazuh,brute_force,medium,none,7,0,7,19,1,3,3,1,0,1,0,0,Medium
wazuh,file_integrity,low,none,3,0,0,0,0,2,2,0,0,0,0,0,Low
wazuh,brute_force,medium,none,7,0,6,19,0,5,1,1,0,1,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,17,9,2,2,0,0,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,9,2,3,0,0,0,0,0,Low
wazuh,file_integrity,critical,critical,14,0,0,0,0,3,6,5,0,1,1,0,Critical
wazuh,brute_force,high,none,9,0,15,37,1,4,4,2,0,0,1,0,High
wazuh,unauthorized_user_creation,critical,none,14,0,0,0,0,5,3,5,1,1,1,0,Critical
wazuh,brute_force,low,none,1,0,1,2,0,3,2,0,0,0,0,0,Low
wazuh,file_integrity,critical,important,12,0,0,0,0,5,3,3,0,0,0,0,High
suricata,port_scan,high,none,0,2,0,0,15,6,3,2,0,0,0,0,Medium
wazuh,brute_force,low,none,9,0,4,16,1,6,3,1,0,1,0,0,Medium
wazuh,file_integrity,medium,minor,4,0,0,0,0,2,1,2,0,0,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,8,3,1,0,0,0,0,0,Low
wazuh,file_integrity,low,minor,1,0,0,0,0,1,1,0,0,0,0,0,Low
suricata,port_scan,high,none,0,1,0,0,25,9,6,2,0,0,0,0,Medium
wazuh,file_integrity,high,critical,10,0,0,0,0,3,4,2,0,1,0,0,High
wazuh,file_integrity,critical,critical,14,0,0,0,0,5,3,6,0,0,1,0,Critical
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,2,2,0,1,1,0,0,Medium
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,3,1,1,1,0,1,1,High
wazuh,file_integrity,low,none,3,0,0,0,0,1,2,0,0,0,0,0,Low
wazuh,file_integrity,low,minor,5,0,0,0,0,1,1,1,0,1,0,0,Medium
suricata,normal,medium,none,0,0,1,3,0,0,2,0,0,0,0,0,Low
suricata,port_scan,medium,none,0,2,0,0,21,9,5,2,0,0,0,0,Medium
wazuh,brute_force,low,none,6,0,5,7,0,1,1,0,0,0,0,0,Low
suricata,port_scan,low,none,0,2,0,0,5,4,1,0,0,0,0,0,Low
suricata,port_scan,low,none,0,1,0,0,9,5,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,3,3,2,1,1,1,1,High
suricata,port_scan,high,none,0,4,0,0,105,35,17,8,0,1,0,0,Medium
wazuh,file_integrity,medium,important,9,0,0,0,0,2,2,1,0,1,0,0,Medium
wazuh,brute_force,low,none,4,0,2,8,0,2,1,0,0,0,0,0,Low
suricata,normal,critical,none,6,1,3,3,8,4,2,0,1,1,0,0,Medium
wazuh,file_integrity,high,minor,7,0,0,0,0,2,3,0,0,1,0,0,Medium
wazuh,file_integrity,critical,critical,13,0,0,0,0,6,5,4,0,1,0,0,Critical
wazuh,file_integrity,high,important,11,0,0,0,0,5,4,1,0,1,0,0,High
wazuh,unauthorized_user_creation,high,none,12,0,0,0,0,4,2,2,1,0,1,0,High
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,1,1,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,14,0,0,0,0,5,3,7,1,1,1,1,Critical
wazuh,unauthorized_user_creation,low,none,6,0,0,0,0,3,2,0,1,1,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,21,4,3,1,0,0,0,0,Medium
suricata,port_scan,medium,none,0,2,0,0,24,9,6,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,23,5,6,0,0,0,0,0,Medium
wazuh,brute_force,high,none,8,0,4,11,2,6,4,0,0,0,0,0,Medium
wazuh,file_integrity,critical,important,7,0,0,0,0,5,2,3,0,1,0,0,High
wazuh,brute_force,high,none,9,0,12,11,1,6,1,0,0,1,0,0,Medium
wazuh,brute_force,high,none,12,0,59,100,2,17,6,4,0,1,1,0,Critical
wazuh,brute_force,critical,none,12,0,32,48,2,7,6,3,0,1,0,0,High
wazuh,unauthorized_user_creation,low,none,9,0,0,0,0,1,3,0,1,1,0,0,Medium
wazuh,brute_force,critical,none,13,0,41,68,2,14,9,8,0,0,1,1,Critical
wazuh,brute_force,medium,none,6,0,10,18,0,5,3,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,11,0,0,0,0,3,3,1,1,1,1,0,High
suricata,port_scan,low,none,0,1,0,0,3,1,4,0,0,0,0,0,Low
wazuh,brute_force,low,none,8,0,9,10,0,2,3,0,0,0,0,0,Medium
suricata,port_scan,medium,none,0,1,0,0,5,5,4,0,0,0,0,0,Low
wazuh,normal,low,none,0,0,0,2,3,2,0,0,0,0,0,0,Low
wazuh,file_integrity,low,none,4,0,0,0,0,2,1,0,0,0,0,0,Low
wazuh,file_integrity,low,minor,8,0,0,0,0,2,1,2,0,1,0,0,Medium
wazuh,file_integrity,low,none,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,2,3,1,1,0,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,2,2,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,low,none,8,0,0,0,0,3,2,2,1,0,0,0,Medium
suricata,port_scan,high,none,0,4,0,0,148,28,10,5,0,1,0,1,High
wazuh,brute_force,low,none,7,0,4,14,2,2,4,2,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,80,16,12,3,0,1,0,1,High
wazuh,brute_force,low,none,4,0,3,5,0,2,0,0,0,0,0,0,Low
wazuh,brute_force,critical,none,15,0,38,77,1,12,10,8,0,1,1,1,Critical
wazuh,brute_force,medium,none,1,0,1,8,0,2,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,1,3,2,1,0,0,0,Medium
wazuh,brute_force,low,none,4,0,4,5,0,3,1,0,0,0,0,0,Low
wazuh,brute_force,medium,none,8,0,7,15,0,5,2,1,0,0,0,0,Medium
suricata,port_scan,low,none,0,2,0,0,5,5,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,9,8,5,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,5,0,0,0,0,3,3,1,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,6,0,0,0,0,3,1,1,1,1,0,0,Medium
wazuh,brute_force,high,none,15,0,37,107,2,12,6,5,0,1,1,0,Critical
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,1,0,0,1,1,0,0,Medium
wazuh,file_integrity,critical,critical,11,0,0,0,0,3,6,8,0,1,1,0,Critical
wazuh,unauthorized_user_creation,high,none,5,0,0,0,0,1,1,0,1,1,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,2,3,1,1,1,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,28,4,4,1,0,0,0,0,Medium
wazuh,file_integrity,medium,minor,9,0,0,0,0,1,2,2,0,1,0,0,Medium
wazuh,file_integrity,critical,important,14,0,0,0,0,5,3,7,0,1,0,0,Critical
wazuh,unauthorized_user_creation,high,none,10,0,0,0,0,4,2,1,1,1,0,0,High
wazuh,brute_force,low,none,5,0,5,5,0,1,0,0,0,0,0,0,Low
wazuh,file_integrity,critical,critical,11,0,0,0,0,2,2,1,0,1,0,0,High
wazuh,file_integrity,medium,minor,8,0,0,0,0,1,2,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,3,0,0,110,27,17,5,0,0,0,1,Medium
wazuh,file_integrity,medium,important,7,0,0,0,0,3,3,0,0,0,0,0,Medium
wazuh,brute_force,high,none,10,0,30,44,1,4,6,3,0,1,1,0,High
wazuh,unauthorized_user_creation,high,none,13,0,0,0,0,3,3,1,1,1,0,0,High
suricata,port_scan,high,none,0,2,0,0,22,3,4,0,0,0,0,0,Medium
wazuh,brute_force,high,none,12,0,10,24,2,5,5,3,0,0,1,0,High
suricata,port_scan,high,none,0,4,0,0,126,17,16,8,0,1,0,0,Medium
wazuh,brute_force,low,none,5,0,5,7,0,3,2,0,0,0,0,0,Low
wazuh,file_integrity,critical,critical,13,0,0,0,0,8,5,7,0,0,0,0,Critical
wazuh,brute_force,medium,none,7,0,9,7,1,4,3,0,0,1,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,30,9,7,0,0,0,0,0,Medium
